Time_s,Top_C,Bottom_C,Capplate_C,Cylinder_C,Thermalbridge_C,Baseplate_C
861.609179,175.4,79.5,31.9,34.7,70.9,27.5
862.2081744,175.4,79.5,32.3,34.7,70.8,27.5
862.8009072,175.4,79.6,32.3,34.7,70.8,27.5
863.4000329,175.7,79.8,31.9,34.7,70.6,27.5
863.9997844,175.7,79.8,31.9,34.7,70.6,27.5
864.5942273,175.7,80.1,31.9,34.7,70.6,27.5
865.2217658,176,80.3,32.3,34.7,70.6,27.5
865.8165957,176,80.3,31.9,34.7,70.4,27.5
866.4282288,176.3,80.4,31.9,34.7,70.2,27.5
867.0541509,176.3,80.6,31.9,34.3,70.2,27.5
867.6526795,176.3,80.7,31.9,34.7,70.2,27.5
868.2491246,176.3,81,31.9,34.3,70.2,27.5
868.8466261,176.6,81.2,31.9,34.3,70.1,27.5
869.473557,176.6,81.4,31.9,34.3,70.2,27.5
870.0693134,176.6,81.5,32.3,34.3,70.4,27.5
870.6804172,176.9,81.7,31.9,34.7,70.8,27.5
871.2750023,176.9,81.8,31.9,34.7,70.9,27.5
871.8714785,176.9,82.1,31.9,34.7,70.9,27.5
872.4677502,177.3,82.1,31.9,34.7,71.1,27.5
873.0630717,177.9,82.3,31.9,34.7,70.9,27.5
873.661988,178.2,82.4,31.9,34.7,70.8,27.5
874.2563759,178.5,82.3,31.9,34.7,70.8,27.5
874.8551123,178.5,82.3,31.9,34.7,70.8,27.5
875.4548067,178.9,82,31.9,34.7,70.9,28
876.0503974,179.2,81.7,31.9,34.7,71.3,27.5
876.6479194,179.5,81.4,31.9,34.7,71.5,27.5
877.2469925,179.9,80.9,31.9,34.7,71.6,27.5
877.8743744,180.5,80.4,32.3,35.4,71.8,27.5
878.4736347,180.5,80,31.9,35,71.8,27.5
879.0708547,180.9,79.5,31.9,35,72,27.5
879.6652263,181.2,79,31.9,34.7,71.8,27.5
880.2640068,181.6,78.7,31.9,35,71.8,27.5
880.861428,181.9,78.4,31.9,34.7,71.8,27.5
881.4595134,182.3,78.1,31.9,35,72,27.5
882.0536099,182.6,77.7,31.9,35,72.1,27.5
882.6509407,183,77.4,31.9,35,72.1,27.5
883.2482008,183.3,77.3,32.3,35.4,72.3,27.5
883.8633213,183.7,77.1,31.9,35.4,72.5,27.5
884.4559725,184,76.8,31.9,35,72.3,27.5
885.0522386,184.4,76.6,31.9,35.4,72.3,27.5
885.6526832,184.7,76.6,32.3,35,72,27.5
886.2473468,185.1,76.5,31.9,35,72,27.5
886.842717,185.5,76.3,31.9,35,72,27
887.4409169,185.8,76.3,31.9,35,72,27.5
888.0349899,186.2,76.3,31.9,35,72,27.5
888.6316742,186.2,76.1,31.9,33.5,71.6,27.5
889.2288479,186.6,76.1,32.3,35,71.8,28
889.8234101,187,76.1,32.3,35,71.8,27.5
890.4217081,187.3,76.1,31.9,34.7,71.8,27.5
891.0154313,187.7,76.1,31.9,34.7,72,28
891.6128559,188.1,76.1,32.3,35,72,27.5
892.2070324,188.5,76.1,31.9,34.7,71.8,27.5
892.8031117,188.9,76.1,31.9,34.7,71.8,28
893.4004459,189.3,76.1,32.3,34.7,71.6,27.5
893.999071,189.7,76.1,32.3,34.7,71.6,27.5
894.5963468,190.1,76.1,32.3,34.7,71.5,27.5
895.1898238,190.5,76.1,32.3,34.7,71.6,27.5
895.7885797,190.9,76.1,32.3,34.7,71.8,27.5
896.398964,191.3,76.1,32.3,34.7,71.8,28
896.9975417,191.7,76.3,32.3,35,72.1,28
897.6270967,192.1,76.5,32.3,35,72.3,28
898.2196299,192.5,76.3,32.3,35,72.5,27.5
898.8176608,192.9,76.3,32.3,35,72.6,28
899.4135231,192.9,76.5,32.3,35,72.6,28
900.0119097,193.3,76.5,32.3,35,72.8,28
900.6088779,193.3,76.5,32.3,35,73,27.5
901.2019118,193.7,76.5,32.3,35.4,73.2,27.5
901.7975539,193.7,76.5,32.3,35.4,73.3,27.5
902.3971839,193.7,76.6,32.3,35.8,73.5,27.5
902.9938273,193.7,76.6,32.3,35.8,73.7,28
903.6070245,193.7,76.6,32.3,35.8,73.8,28
904.2025486,193.7,76.6,32.3,35.8,74,27.5
904.800178,193.7,76.6,32.3,35.8,74.2,27.5
905.3996315,193.7,76.6,32.7,35.8,74.2,27.5
906.0293796,193.7,76.6,32.3,35.8,74.2,28
906.6548234,193.7,76.6,32.3,35.8,74,27.5
907.2515268,193.7,76.6,32.3,36.1,74.2,27.5
907.8484208,193.3,76.6,32.3,35.8,74,27.5
908.4421002,193.3,76.6,32.3,35.8,74,28
909.0390118,193.3,76.6,32.3,35.8,73.8,27.5
909.6321889,193.3,76.6,32.3,35.8,73.8,28
910.2302412,192.9,76.5,32.3,35.8,74,27.5
910.8278953,192.9,76.5,32.3,36.1,74.2,27.5
911.4244377,192.5,76.5,32.3,36.1,74.2,27.5
912.0377151,192.1,76.5,32.3,36.1,74.2,27.5
912.6497814,191.7,76.5,32.7,36.1,74.2,28
913.2596637,191.3,76.3,32.7,36.1,73.8,27.5
913.8588075,190.9,76.3,32.3,36.1,73.7,27.5
914.4515196,190.5,76.3,32.7,35.8,73.5,28
915.0499409,190.1,76.3,32.7,35.8,73.2,27.5
915.6440263,189.3,76.3,32.3,35.8,72.8,27.5
916.2556124,188.9,76.3,32.3,35.8,72.6,27.5
916.8508309,188.5,76.3,32.7,35.4,72.3,27.5
917.4445082,188.1,76.3,32.3,35.4,72,28
918.0442377,187.3,76.3,32.3,35.4,71.6,27.5
918.6558175,187,76.3,32.3,35.4,71.3,27.5
919.2658105,186.2,76.3,32.3,35.4,70.9,26.5
919.8805513,185.8,76.3,32.3,35,70.8,28
920.5050894,185.1,76.5,32.3,35,70.4,27.5
921.1003516,184.7,76.5,32.3,35.4,70.2,27.5
921.6989758,184.4,76.6,31.9,35,69.9,27.5
922.3247486,184,76.8,32.3,35,69.7,27.5
922.9356991,183.7,76.9,32.3,35,69.5,27.5
923.5315992,183.3,76.9,32.3,35,69.4,27.5
924.1308077,182.6,77.1,32.7,35,69,28
924.7275107,182.3,77.3,32.3,35,68.8,27.5
925.3531985,181.9,77.4,32.3,34.7,68.7,27.5
925.9657796,181.6,77.4,32.3,34.7,68.5,27.5
926.5585484,181.2,77.7,32.7,34.3,68.3,28
927.1531164,180.9,77.9,32.3,34.7,68.1,27.5
927.7640785,180.5,78.1,32.3,34.7,67.9,27.5
928.3593601,179.9,78.2,32.3,34.7,67.8,27.5
929.0360946,179.5,78.4,32.3,34.7,67.6,27.5
929.6533154,179.5,78.5,32.3,34.7,67.4,27.5
930.2635182,179.2,78.7,32.3,34.7,67.2,27.5
