Time_s,Top_C,Bottom_C,Capplate_C,Cylinder_C,Thermalbridge_C,Baseplate_C
228.2965379,116,79,29.3,33.5,45.1,28.9
228.9245624,116.3,79,29.3,33.5,45.1,29.3
229.5355432,116.5,78.9,29.3,33.5,45.1,28.9
230.14622,116.6,78.9,29.3,33.5,45.1,28.9
230.7310234,116.8,78.9,29.3,33.5,45.1,28.9
231.3371306,116.9,78.9,28.9,33.5,45.3,28.9
231.9462153,117.2,78.7,29.3,33.5,45.1,28.9
232.5513428,117.4,78.7,29.3,33.5,45.1,28.4
233.1718502,117.5,78.4,28.4,33.1,45.1,28.9
233.7896512,117.8,78.5,28.9,33.5,44.8,28.9
234.3969897,118,78.5,28.9,33.5,45.1,28.9
235.0155356,118.3,78.4,28.9,33.1,44.8,29.3
235.628895,118.4,78.1,29.3,33.5,44.8,28.9
236.2474789,118.6,78.2,29.3,33.1,45.1,28.9
236.8577336,118.9,77.9,29.3,32.7,45.1,29.3
237.4780955,119.1,78.1,29.3,32.7,45.3,28.9
238.1001401,119.2,78.1,29.3,33.5,45.1,28.9
238.7223344,119.4,77.9,29.3,33.5,45.3,28
239.3347914,119.5,77.9,29.3,33.1,45.6,28.9
239.9376642,119.8,77.7,29.3,33.1,45.6,28.9
240.5282934,120,77.7,28.9,33.5,46.2,28.4
241.1502304,120.1,77.6,29.3,33.5,45.3,29.3
241.7651414,120.3,77.4,28.9,33.1,46.2,28.9
242.3843999,120.6,77.4,29.8,33.5,46.2,28.4
242.9741708,120.9,77.4,29.3,33.5,46.2,28.9
243.5818314,120.9,77.6,29.8,33.5,46.5,28.9
244.1762866,120.9,77.3,29.3,33.1,46.5,28.9
244.7885995,121.4,77.3,29.3,33.1,46.2,29.3
245.4235632,121.5,77.1,29.3,33.1,46.5,28.9
246.0334245,121.8,77.1,29.3,33.1,46.7,28.9
246.6155893,121.7,76.9,29.3,33.5,47,28.9
247.2200271,122.1,77.1,29.3,33.5,46.7,28
247.8379113,122.1,76.8,28.9,33.5,47.3,29.3
248.4286199,122.5,76.8,29.3,33.1,47,28.9
249.0266925,122.8,76.8,29.3,33.1,46.7,28.4
249.6406156,122.9,76.8,29.8,32.7,47,29.3
250.2385861,123.1,76.6,28.9,33.5,46.7,28.4
250.8407863,123.2,76.6,29.3,33.1,47.3,28.9
251.4690416,123.6,76.3,29.3,33.1,47.5,28.9
252.0710146,123.7,76.5,29.3,33.1,47.3,28.9
252.6825048,123.9,76.5,29.3,33.1,47.3,28.9
253.2943641,124,76.1,29.8,33.1,47.5,28.9
253.9161676,124.2,76.1,29.3,33.1,47.8,28.9
254.5098755,124.3,76,29.3,33.1,47.5,28.9
255.1348421,124.5,76.1,29.3,33.5,48.6,28.9
255.748773,124.7,75.8,29.3,33.1,47.8,28.9
256.3597461,125,75.8,29.3,32.3,48.9,28.4
256.9547479,125.1,75.6,28.9,33.1,48.6,29.3
257.5787291,125.3,75.8,29.3,33.1,48.9,28.9
258.2023348,125.5,75.6,29.3,33.5,48.9,28.9
258.8241794,125.8,75.6,29.3,32.3,49.4,28.9
259.4285746,125.8,75.6,29.3,33.5,49.1,28.9
260.0380809,126.1,75.5,28.9,32.7,48.9,28
260.6398622,126.3,75.6,29.3,33.5,49.1,29.3
261.249265,126.4,75.5,28.9,33.5,49.4,29.3
261.8397643,126.8,75.5,29.3,33.5,49.4,28.9
